datatype,sample_size,model_name,model_type,precision,recall,f1,TP,FN,FP,TN,file_path
bibkyoto,400,gpt-4o-mini-2024-07-18,before,1.0,0.9733,0.9864,946,26,0,124278,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_400_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyoto-matching-diversit..._report.txt
bibkyoto,400,ft:gpt-4o-mini-2024-07-18:mlab:bibkyoto-matching-diversity-0904-400:CCfU3Efm,after,0.9838,0.999,0.9913,971,1,16,124262,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_400_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyoto-matching-diversit..._report.txt
bibkyoto,200,ft:gpt-4o-mini-2024-07-18:mlab:bibkyoto-matching-inconsistency-0904-200:CCQgeNBs,before,1.0,1.0,1.0,949,0,0,2844,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_200_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._report.txt
bibkyoto,200,ft:gpt-4o-mini-2024-07-18:mlab:bibkyoto-matching-random-0904-200:CCQhWGaU,after,0.9844,1.0,0.9922,949,0,15,2829,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_200_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._report.txt
bibkyoto,200,ft:gpt-4o-mini-2024-07-18:mlab:bibkyoto-matching-inconsistency-0904-200:CCQgeNBs,before,1.0,1.0,1.0,972,0,0,124278,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_200_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._report.txt
bibkyoto,200,ft:gpt-4o-mini-2024-07-18:mlab:bibkyoto-matching-random-0904-200:CCQhWGaU,after,0.9838,1.0,0.9918,972,0,16,124262,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_200_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._report.txt
bibkyoto,200,gpt-4o-mini-2024-07-18,before,1.0,0.9505,0.9746,902,47,0,2844,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_200_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._report.txt
bibkyoto,200,ft:gpt-4o-mini-2024-07-18:mlab:bibkyoto-matching-uncertainty-0904-200:CCQhIyGq,after,0.2502,1.0,0.4003,949,0,2844,0,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_200_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._report.txt
bibkyoto,200,gpt-4o-mini-2024-07-18,before,1.0,0.9733,0.9864,946,26,0,124278,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_200_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._report.txt
bibkyoto,200,ft:gpt-4o-mini-2024-07-18:mlab:bibkyoto-matching-uncertainty-0904-200:CCQhIyGq,after,0.0078,1.0,0.0154,972,0,124278,0,/Users/kasiwamochi/Document/Lab2501/results_bibkyoto/run_500_200_bibkyoto/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_bibkyo..._report.txt
walmart,100,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-inconsistency-0904-100:CBwzXgQF,before,1.0,0.8611,0.9254,31,5,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,100,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-random-0904-100:CBwyCZXC,after,1.0,0.8889,0.9412,32,4,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,100,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-inconsistency-0904-100:CBwzXgQF,before,1.0,0.8611,0.9254,31,5,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,100,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-random-0904-100:CBwyCZXC,after,1.0,0.8889,0.9412,32,4,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,100,gpt-4o-mini-2024-07-18,before,1.0,0.75,0.8571,9,3,0,3483,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_subset_1_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon-walmart-product-matching-uncertainty-0904-100_CBwwk13f_report.txt
walmart,100,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-uncertainty-0904-100:CBwwk13f,after,0.9231,1.0,0.96,12,0,1,3482,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_subset_1_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon-walmart-product-matching-uncertainty-0904-100_CBwwk13f_report.txt
walmart,100,gpt-4o-mini-2024-07-18,before,1.0,0.75,0.8571,9,3,0,124738,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_subset_1_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon-walmart-product-matching-uncertainty-0904-100_CBwwk13f_report.txt
walmart,100,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-uncertainty-0904-100:CBwwk13f,after,0.9231,1.0,0.96,12,0,1,124737,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_subset_1_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon-walmart-product-matching-uncertainty-0904-100_CBwwk13f_report.txt
walmart,100,gpt-4o-mini-2024-07-18,before,1.0,0.7222,0.8387,26,10,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,100,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-diversity-0904-100:CBwyYLKE,after,0.5538,1.0,0.7129,36,0,29,2854,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,100,gpt-4o-mini-2024-07-18,before,1.0,0.7222,0.8387,26,10,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,100,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-diversity-0904-100:CBwyYLKE,after,0.48,1.0,0.6486,36,0,39,105036,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_100_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-random-0826:C8jU2Zwv,before,0.9231,1.0,0.96,36,0,3,2880,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-random-0826:C8jU2Zwv,after,0.9231,1.0,0.96,36,0,3,2880,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-random-0826:C8jU2Zwv,before,0.9231,1.0,0.96,36,0,3,105072,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-random-0826:C8jU2Zwv,after,0.9231,1.0,0.96,36,0,3,105072,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,gpt-4o-mini-2024-07-18,before,1.0,0.7222,0.8387,26,10,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-uncertainty-0825-2:C8RmMCW8,after,1.0,0.9167,0.9565,33,3,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,gpt-4o-mini-2024-07-18,before,1.0,0.7222,0.8387,26,10,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,200,ft:gpt-4o-mini-2024-07-18:mlab:amazon-walmart-product-matching-uncertainty-0825-2:C8RmMCW8,after,1.0,0.9167,0.9565,33,3,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_200_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_amazon..._report.txt
walmart,300,gpt-4o-mini-2024-07-18,before,1.0,0.7222,0.8387,26,10,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-un..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-uncertainty-0904-300:CCSOT8fx,after,1.0,0.8889,0.9412,32,4,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-un..._report.txt
walmart,300,gpt-4o-mini-2024-07-18,before,1.0,0.7222,0.8387,26,10,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-un..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-uncertainty-0904-300:CCSOT8fx,after,1.0,0.8889,0.9412,32,4,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-un..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-random-0904-300:CCSMwbMt,before,1.0,0.6667,0.8,24,12,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-ra..._after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-di..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-diversity-0904-300:CCSMBCge,after,0.2812,1.0,0.439,36,0,92,2791,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-ra..._after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-di..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-random-0904-300:CCSMwbMt,before,1.0,0.6667,0.8,24,12,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-ra..._after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-di..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-diversity-0904-300:CCSMBCge,after,0.1885,1.0,0.3172,36,0,155,104920,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-ra..._after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-di..._report.txt
walmart,300,gpt-4o-mini-2024-07-18,before,1.0,0.7222,0.8387,26,10,0,2883,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-in..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-inconsistecy-0904-300:CCSQWyz5,after,0.0275,0.1667,0.0472,6,30,212,2671,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-in..._report.txt
walmart,300,gpt-4o-mini-2024-07-18,before,1.0,0.7222,0.8387,26,10,0,105075,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-in..._report.txt
walmart,300,ft:gpt-4o-mini-2024-07-18:mlab:walmart-amazon-matching-inconsistecy-0904-300:CCSQWyz5,after,0.0043,0.1667,0.0083,6,30,1403,103672,/Users/kasiwamochi/Document/Lab2501/results_walmart-amazon/run_500_300_walmart-amazon/evaluation_results/eval_async_candidate_pairs_from_test_s..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_walmart-amazon-matching-in..._report.txt
music,400,gpt-4o-mini-2024-07-18,before,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0907-400:CCucyWb8,after,1.0,1.0,1.0,456,0,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty..._report.txt
music,400,gpt-4o-mini-2024-07-18,before,1.0,0.9455,0.972,434,25,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0907-400:CCucyWb8,after,1.0,0.9935,0.9967,456,3,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0907-400:CCtPVtzl,before,1.0,0.9912,0.9956,452,4,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0907..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0907-400:CCqKibOm,after,1.0,1.0,1.0,456,0,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0907..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0907-400:CCtPVtzl,before,1.0,0.9891,0.9945,454,5,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0907..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0907-400:CCqKibOm,after,1.0,0.9935,0.9967,456,3,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0907..._after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0..._report.txt
music,400,gpt-4o-mini-2024-07-18,before,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsisten..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0907-400:CCtSCJjy,after,1.0,1.0,1.0,456,0,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsisten..._report.txt
music,400,gpt-4o-mini-2024-07-18,before,1.0,0.9455,0.972,434,25,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsisten..._report.txt
music,400,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0907-400:CCtSCJjy,after,1.0,0.9935,0.9967,456,3,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_400_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsisten..._report.txt
music,100,gpt-4o-mini-2024-07-18,before,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsistency-0904-100_CBxB9Yfs_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0904-100:CBxB9Yfs,after,1.0,0.8706,0.9308,397,59,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsistency-0904-100_CBxB9Yfs_report.txt
music,100,gpt-4o-mini-2024-07-18,before,1.0,0.9455,0.972,434,25,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsistency-0904-100_CBxB9Yfs_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-inconsistency-0904-100:CBxB9Yfs,after,1.0,0.9521,0.9754,437,22,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-inconsistency-0904-100_CBxB9Yfs_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0904-100:CBxB5Hu9,before,1.0,0.9254,0.9613,422,34,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0904-100_CBxB5Hu9_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0904-100_CBxQbOVW_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0904-100:CBxQbOVW,after,1.0,0.9978,0.9989,455,1,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0904-100_CBxB5Hu9_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0904-100_CBxQbOVW_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-random-0904-100:CBxB5Hu9,before,1.0,0.963,0.9811,442,17,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0904-100_CBxB5Hu9_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0904-100_CBxQbOVW_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-diversity-0904-100:CBxQbOVW,after,1.0,0.9913,0.9956,455,4,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-random-0904-100_CBxB5Hu9_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-diversity-0904-100_CBxQbOVW_report.txt
music,100,gpt-4o-mini-2024-07-18,before,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty-0904-100_CBxSER4j_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0904-100:CBxSER4j,after,0.1499,1.0,0.2606,456,0,2587,590,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty-0904-100_CBxSER4j_report.txt
music,100,gpt-4o-mini-2024-07-18,before,1.0,0.9455,0.972,434,25,0,124291,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty-0904-100_CBxSER4j_report.txt
music,100,ft:gpt-4o-mini-2024-07-18:mlab:music-matching-uncertainty-0904-100:CBxSER4j,after,0.0037,1.0,0.0073,459,0,124291,0,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_100_music/evaluation_results/eval_async_candidate_pairs_from_record_500_1_k10_before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-matching-uncertainty-0904-100_CBxSER4j_report.txt
music,200,gpt-4o-mini-2024-07-18,before,1.0,0.8684,0.9296,396,60,0,3177,/Users/kasiwamochi/Document/Lab2501/results_music/run_500_200_music/evaluation_results/eval_async_candidate_pairs_from_record..._before-gpt-4o-mini-2024-07-18_after-ft_gpt-4o-mini-2024-07-18_mlab_music-..._report.txt
